timestamp,Fecha_Satelite_UTC,Fecha_Captura_Chile,Volcan,Sensor,VRP_MW,Distancia_km,Tipo_Registro,Clasificacion Mirova,Ruta Foto,Fecha_Proceso_GitHub,Ultima_Actualizacion,Editado
1768676041,2026-01-17 18:54:01,2026-01-17 15:54:01,Chaiten,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 19:03:33,2026-01-17 19:46:28,NO
1768676041,2026-01-17 18:54:01,2026-01-17 15:54:01,Llaima,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 19:03:33,2026-01-18 20:38:34,NO
1768676041,2026-01-17 18:54:01,2026-01-17 15:54:01,Puyehue-Cordon Caulle,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 19:03:33,2026-01-18 20:38:34,NO
1768676041,2026-01-17 18:54:01,2026-01-17 15:54:01,Nevados de Chillan,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 19:17:32,2026-01-18 20:38:34,NO
1768676041,2026-01-17 18:54:01,2026-01-17 15:54:01,Puyehue-Cordon Caulle,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 19:32:34,2026-01-18 20:38:34,NO
1768676041,2026-01-17 18:54:01,2026-01-17 15:54:01,Copahue,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 19:03:33,2026-01-18 20:38:34,NO
1768676041,2026-01-17 18:54:01,2026-01-17 15:54:01,Villarrica,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 19:32:34,2026-01-18 20:38:34,NO
1768676041,2026-01-17 18:54:01,2026-01-17 15:54:01,Nevados de Chillan,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 19:03:33,2026-01-18 20:38:34,NO
1768676041,2026-01-17 18:54:01,2026-01-17 15:54:01,Llaima,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 19:32:34,2026-01-18 20:38:34,NO
1768676041,2026-01-17 18:54:01,2026-01-17 15:54:01,Copahue,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 19:17:32,2026-01-18 20:38:34,NO
1768676041,2026-01-17 18:54:01,2026-01-17 15:54:01,Lastarria,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 19:17:32,2026-01-19 01:33:36,NO
1768676041,2026-01-17 18:54:01,2026-01-17 15:54:01,PlanchonPeteroa,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 19:03:33,2026-01-18 20:38:34,NO
1768676041,2026-01-17 18:54:01,2026-01-17 15:54:01,PlanchonPeteroa,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 19:17:32,2026-01-18 20:38:34,NO
1768676041,2026-01-17 18:54:01,2026-01-17 15:54:01,Lastarria,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 19:03:33,2026-01-18 20:38:34,NO
1768676041,2026-01-17 18:54:01,2026-01-17 15:54:01,Chaiten,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 19:32:34,2026-01-17 20:16:31,NO
1768676041,2026-01-17 18:54:01,2026-01-17 15:54:01,Villarrica,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 19:03:33,2026-01-18 20:38:34,NO
1768674960,2026-01-17 18:36:00,2026-01-17 15:36:00,Lascar,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:31:36,NO
1768674960,2026-01-17 18:36:00,2026-01-17 15:36:00,PlanchonPeteroa,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:02:33,NO
1768674960,2026-01-17 18:36:00,2026-01-17 15:36:00,Isluga,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:02:33,NO
1768674960,2026-01-17 18:36:00,2026-01-17 15:36:00,Isluga,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:31:36,NO
1768674960,2026-01-17 18:36:00,2026-01-17 15:36:00,Lastarria,VIIRS375,0.37,22.5,FALSO_POSITIVO,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:02:33,NO
1768674960,2026-01-17 18:36:00,2026-01-17 15:36:00,PlanchonPeteroa,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:16:31,NO
1768674960,2026-01-17 18:36:00,2026-01-17 15:36:00,Lascar,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:02:33,NO
1768674960,2026-01-17 18:36:00,2026-01-17 15:36:00,Lastarria,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:16:31,NO
1768674600,2026-01-17 18:30:00,2026-01-17 15:30:00,Villarrica,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:31:36,NO
1768674600,2026-01-17 18:30:00,2026-01-17 15:30:00,Chaiten,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:02:33,NO
1768674600,2026-01-17 18:30:00,2026-01-17 15:30:00,Chaiten,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:31:36,NO
1768674600,2026-01-17 18:30:00,2026-01-17 15:30:00,Copahue,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:16:31,NO
1768674600,2026-01-17 18:30:00,2026-01-17 15:30:00,Llaima,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:02:33,NO
1768674600,2026-01-17 18:30:00,2026-01-17 15:30:00,Copahue,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:02:33,NO
1768674600,2026-01-17 18:30:00,2026-01-17 15:30:00,Llaima,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:31:36,NO
1768674600,2026-01-17 18:30:00,2026-01-17 15:30:00,Puyehue-Cordon Caulle,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:31:36,NO
1768674600,2026-01-17 18:30:00,2026-01-17 15:30:00,Villarrica,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:02:33,NO
1768674600,2026-01-17 18:30:00,2026-01-17 15:30:00,Puyehue-Cordon Caulle,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:02:33,NO
1768670281,2026-01-17 17:18:01,2026-01-17 14:18:01,Lascar,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 17:01:33,2026-01-17 18:32:33,NO
1768670281,2026-01-17 17:18:01,2026-01-17 14:18:01,Isluga,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 17:01:33,2026-01-17 18:32:33,NO
1768670281,2026-01-17 17:18:01,2026-01-17 14:18:01,Lascar,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 16:47:33,2026-01-17 18:32:33,NO
1768670281,2026-01-17 17:18:01,2026-01-17 14:18:01,Lastarria,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 16:47:33,2026-01-17 18:32:33,NO
1768670281,2026-01-17 17:18:01,2026-01-17 14:18:01,Isluga,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 16:47:33,2026-01-17 18:32:33,NO
1768670281,2026-01-17 17:18:01,2026-01-17 14:18:01,Lastarria,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 17:17:31,2026-01-17 18:32:33,NO
1768658400,2026-01-17 14:00:00,2026-01-17 11:00:00,Copahue,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 12:31:34,2026-01-17 18:32:33,NO
1768658400,2026-01-17 14:00:00,2026-01-17 11:00:00,PlanchonPeteroa,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 12:31:34,2026-01-17 18:32:33,NO
1768658400,2026-01-17 14:00:00,2026-01-17 11:00:00,Puyehue-Cordon Caulle,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 12:31:34,2026-01-17 19:31:36,NO
1768658400,2026-01-17 14:00:00,2026-01-17 11:00:00,Villarrica,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 12:31:34,2026-01-17 19:31:36,NO
1768658400,2026-01-17 14:00:00,2026-01-17 11:00:00,Chaiten,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 12:31:34,2026-01-17 19:31:36,NO
1768658400,2026-01-17 14:00:00,2026-01-17 11:00:00,Llaima,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 12:31:34,2026-01-17 18:32:33,NO
1768658400,2026-01-17 14:00:00,2026-01-17 11:00:00,Nevados de Chillan,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 12:31:34,2026-01-17 18:32:33,NO
1768658100,2026-01-17 13:55:00,2026-01-17 10:55:00,Lascar,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 12:31:34,2026-01-17 18:32:33,NO
1768658100,2026-01-17 13:55:00,2026-01-17 10:55:00,Isluga,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 12:31:34,2026-01-17 18:32:33,NO
1768658100,2026-01-17 13:55:00,2026-01-17 10:55:00,Lastarria,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 12:31:34,2026-01-17 18:32:33,NO
1768652700,2026-01-17 12:25:00,2026-01-17 09:25:00,Chaiten,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 10:32:31,2026-01-17 12:30:37,NO
1768635000,2026-01-17 07:30:00,2026-01-17 04:30:00,Nevados de Chillan,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 06:48:31,2026-01-17 12:30:37,NO
1768635000,2026-01-17 07:30:00,2026-01-17 04:30:00,Copahue,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 06:48:31,2026-01-17 12:30:37,NO
1768635000,2026-01-17 07:30:00,2026-01-17 04:30:00,Chaiten,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 06:48:31,2026-01-17 10:31:34,NO
1768635000,2026-01-17 07:30:00,2026-01-17 04:30:00,Villarrica,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 06:48:31,2026-01-17 12:30:37,NO
1768635000,2026-01-17 07:30:00,2026-01-17 04:30:00,Puyehue-Cordon Caulle,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 06:48:31,2026-01-17 12:30:37,NO
1768635000,2026-01-17 07:30:00,2026-01-17 04:30:00,Llaima,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 06:48:31,2026-01-17 12:30:37,NO
1768634700,2026-01-17 07:25:00,2026-01-17 04:25:00,Lastarria,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 06:48:31,2026-01-17 12:30:37,NO
1768634700,2026-01-17 07:25:00,2026-01-17 04:25:00,PlanchonPeteroa,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 06:48:31,2026-01-17 12:30:37,NO
1768634700,2026-01-17 07:25:00,2026-01-17 04:25:00,Isluga,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 06:48:31,2026-01-17 12:30:37,NO
1768634700,2026-01-17 07:25:00,2026-01-17 04:25:00,Lascar,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 06:48:31,2026-01-17 12:30:37,NO
1768631761,2026-01-17 06:36:01,2026-01-17 03:36:01,PlanchonPeteroa,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 10:02:32,2026-01-17 18:32:33,NO
1768631761,2026-01-17 06:36:01,2026-01-17 03:36:01,Villarrica,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 10:02:32,2026-01-17 18:32:33,NO
1768631761,2026-01-17 06:36:01,2026-01-17 03:36:01,PlanchonPeteroa,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 07:17:33,2026-01-17 18:32:33,NO
1768631761,2026-01-17 06:36:01,2026-01-17 03:36:01,Copahue,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 07:17:33,2026-01-17 18:32:33,NO
1768631761,2026-01-17 06:36:01,2026-01-17 03:36:01,Llaima,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 07:17:33,2026-01-17 18:32:33,NO
1768631761,2026-01-17 06:36:01,2026-01-17 03:36:01,Nevados de Chillan,VIIRS375,0.35,17.02,FALSO_POSITIVO,NULO,No descargada,2026-01-17 10:02:32,2026-01-17 19:02:33,NO
1768631761,2026-01-17 06:36:01,2026-01-17 03:36:01,Copahue,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 10:02:32,2026-01-17 18:32:33,NO
1768631761,2026-01-17 06:36:01,2026-01-17 03:36:01,Puyehue-Cordon Caulle,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 07:17:33,2026-01-17 18:32:33,NO
1768631761,2026-01-17 06:36:01,2026-01-17 03:36:01,Nevados de Chillan,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 07:17:33,2026-01-17 19:16:31,NO
1768631761,2026-01-17 06:36:01,2026-01-17 03:36:01,Llaima,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 10:02:32,2026-01-17 18:32:33,NO
1768631761,2026-01-17 06:36:01,2026-01-17 03:36:01,Puyehue-Cordon Caulle,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 10:02:32,2026-01-17 18:32:33,NO
1768631761,2026-01-17 06:36:01,2026-01-17 03:36:01,Villarrica,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 07:17:33,2026-01-17 18:32:33,NO
1768631761,2026-01-17 06:36:01,2026-01-17 03:36:01,Chaiten,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 07:17:33,2026-01-17 18:32:33,NO
1768631761,2026-01-17 06:36:01,2026-01-17 03:36:01,Chaiten,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 10:02:32,2026-01-17 18:32:33,NO
1768631401,2026-01-17 06:30:01,2026-01-17 03:30:01,Isluga,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 07:02:33,2026-01-17 17:00:39,NO
1768631401,2026-01-17 06:30:01,2026-01-17 03:30:01,Lastarria,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 07:17:33,2026-01-17 17:16:34,NO
